Add_to_lib	group	ISF	name	super class (HMDB)	class (HMDB)	sub class (HMDB)	accession (HMDB)	name (HMDB)	core (LMSD)	main_class (LMSD)	sub_class (LMSD)	lm_id (LMSD)	name (LMSD)	abbrev (LMSD)	abbrev_chains (LMSD)	InChIKey	formula	adduct	feature_m/z	matching_peaks (median)	peak_shape (median)	confidence level	Min.	1st Qu.	Median	3rd Qu.	Max.	%detected	detected_liver	detected_plasma	detected_cm	detected_mouse	Folch1_A_Pos_2uL	Folch1_A_Pos_4uL	Folch2_A_Pos_2uL	Folch2_A_Pos_4uL	Folch3_A_Pos_2uL	Folch3_A_Pos_4uL	MTBE1_A_Pos_2uL	MTBE1_A_Pos_4uL	MTBE2_A_Pos_2uL	MTBE2_A_Pos_4uL	MTBE3_A_Pos_2uL	MTBE3_A_Pos_4uL	MeOHACN1_A_Pos_2uL	MeOHACN1_A_Pos_4uL	NASH_CM_A_Pos_IDA_HRes_QC-1	NASH_CM_A_Pos_IDA_HRes_QC-2	NASH_CM_A_Pos_IDA_HRes_QC-3	NASH_CM_A_Pos_IDA_HRes_QC-4	NASH_CM_A_Pos_IDA_HRes_QC-5	NASH_CM_A_Pos_IDA_Hsens_QC-1	NASH_CM_A_Pos_IDA_Hsens_QC-2	NASH_CM_A_Pos_IDA_Hsens_QC-3	NASH_CM_A_Pos_IDA_Hsens_QC-4	NASH_CM_A_Pos_IDA_Hsens_QC-5	NASH_Liver_A_Pos_IDA_HRes_QC-1 (3)	NASH_Liver_A_Pos_IDA_HRes_QC-2	NASH_Liver_A_Pos_IDA_HRes_QC-3	NASH_Liver_A_Pos_IDA_HRes_QC-4	NASH_Liver_A_Pos_IDA_HRes_QC-5	NASH_Liver_A_Pos_IDA_Hsens_QC-1	NASH_Liver_A_Pos_IDA_Hsens_QC-2	NASH_Liver_A_Pos_IDA_Hsens_QC-3	NASH_Liver_A_Pos_IDA_Hsens_QC-4	NASH_Liver_A_Pos_IDA_Hsens_QC-5	NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-2	NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-3	NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-4	NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-5	NASH_Plasma_A_Pos_Repeat_IDA_QC-1	NASH_Plasma_A_Pos_Repeat_IDA_QC-2	NASH_Plasma_A_Pos_Repeat_IDA_QC-3	NASH_Plasma_A_Pos_Repeat_IDA_QC-4	NASH_Plasma_A_Pos_Repeat_IDA_QC-5	RT_Folch1_A_Pos_2uL	RT_Folch1_A_Pos_4uL	RT_Folch2_A_Pos_2uL	RT_Folch2_A_Pos_4uL	RT_Folch3_A_Pos_2uL	RT_Folch3_A_Pos_4uL	RT_MTBE1_A_Pos_2uL	RT_MTBE1_A_Pos_4uL	RT_MTBE2_A_Pos_2uL	RT_MTBE2_A_Pos_4uL	RT_MTBE3_A_Pos_2uL	RT_MTBE3_A_Pos_4uL	RT_MeOHACN1_A_Pos_2uL	RT_MeOHACN1_A_Pos_4uL	RT_NASH_CM_A_Pos_IDA_HRes_QC-1	RT_NASH_CM_A_Pos_IDA_HRes_QC-2	RT_NASH_CM_A_Pos_IDA_HRes_QC-3	RT_NASH_CM_A_Pos_IDA_HRes_QC-4	RT_NASH_CM_A_Pos_IDA_HRes_QC-5	RT_NASH_CM_A_Pos_IDA_Hsens_QC-1	RT_NASH_CM_A_Pos_IDA_Hsens_QC-2	RT_NASH_CM_A_Pos_IDA_Hsens_QC-3	RT_NASH_CM_A_Pos_IDA_Hsens_QC-4	RT_NASH_CM_A_Pos_IDA_Hsens_QC-5	RT_NASH_Liver_A_Pos_IDA_HRes_QC-1 (3)	RT_NASH_Liver_A_Pos_IDA_HRes_QC-2	RT_NASH_Liver_A_Pos_IDA_HRes_QC-3	RT_NASH_Liver_A_Pos_IDA_HRes_QC-4	RT_NASH_Liver_A_Pos_IDA_HRes_QC-5	RT_NASH_Liver_A_Pos_IDA_Hsens_QC-1	RT_NASH_Liver_A_Pos_IDA_Hsens_QC-2	RT_NASH_Liver_A_Pos_IDA_Hsens_QC-3	RT_NASH_Liver_A_Pos_IDA_Hsens_QC-4	RT_NASH_Liver_A_Pos_IDA_Hsens_QC-5	RT_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-2	RT_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-3	RT_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-4	RT_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-5	RT_NASH_Plasma_A_Pos_Repeat_IDA_QC-1	RT_NASH_Plasma_A_Pos_Repeat_IDA_QC-2	RT_NASH_Plasma_A_Pos_Repeat_IDA_QC-3	RT_NASH_Plasma_A_Pos_Repeat_IDA_QC-4	RT_NASH_Plasma_A_Pos_Repeat_IDA_QC-5	score_Folch1_A_Pos_2uL	score_Folch1_A_Pos_4uL	score_Folch2_A_Pos_2uL	score_Folch2_A_Pos_4uL	score_Folch3_A_Pos_2uL	score_Folch3_A_Pos_4uL	score_MTBE1_A_Pos_2uL	score_MTBE1_A_Pos_4uL	score_MTBE2_A_Pos_2uL	score_MTBE2_A_Pos_4uL	score_MTBE3_A_Pos_2uL	score_MTBE3_A_Pos_4uL	score_MeOHACN1_A_Pos_2uL	score_MeOHACN1_A_Pos_4uL	score_NASH_CM_A_Pos_IDA_HRes_QC-1	score_NASH_CM_A_Pos_IDA_HRes_QC-2	score_NASH_CM_A_Pos_IDA_HRes_QC-3	score_NASH_CM_A_Pos_IDA_HRes_QC-4	score_NASH_CM_A_Pos_IDA_HRes_QC-5	score_NASH_CM_A_Pos_IDA_Hsens_QC-1	score_NASH_CM_A_Pos_IDA_Hsens_QC-2	score_NASH_CM_A_Pos_IDA_Hsens_QC-3	score_NASH_CM_A_Pos_IDA_Hsens_QC-4	score_NASH_CM_A_Pos_IDA_Hsens_QC-5	score_NASH_Liver_A_Pos_IDA_HRes_QC-1 (3)	score_NASH_Liver_A_Pos_IDA_HRes_QC-2	score_NASH_Liver_A_Pos_IDA_HRes_QC-3	score_NASH_Liver_A_Pos_IDA_HRes_QC-4	score_NASH_Liver_A_Pos_IDA_HRes_QC-5	score_NASH_Liver_A_Pos_IDA_Hsens_QC-1	score_NASH_Liver_A_Pos_IDA_Hsens_QC-2	score_NASH_Liver_A_Pos_IDA_Hsens_QC-3	score_NASH_Liver_A_Pos_IDA_Hsens_QC-4	score_NASH_Liver_A_Pos_IDA_Hsens_QC-5	score_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-2	score_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-3	score_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-4	score_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-5	score_NASH_Plasma_A_Pos_Repeat_IDA_QC-1	score_NASH_Plasma_A_Pos_Repeat_IDA_QC-2	score_NASH_Plasma_A_Pos_Repeat_IDA_QC-3	score_NASH_Plasma_A_Pos_Repeat_IDA_QC-4	score_NASH_Plasma_A_Pos_Repeat_IDA_QC-5	CE_Folch1_A_Pos_2uL	CE_Folch1_A_Pos_4uL	CE_Folch2_A_Pos_2uL	CE_Folch2_A_Pos_4uL	CE_Folch3_A_Pos_2uL	CE_Folch3_A_Pos_4uL	CE_MTBE1_A_Pos_2uL	CE_MTBE1_A_Pos_4uL	CE_MTBE2_A_Pos_2uL	CE_MTBE2_A_Pos_4uL	CE_MTBE3_A_Pos_2uL	CE_MTBE3_A_Pos_4uL	CE_MeOHACN1_A_Pos_2uL	CE_MeOHACN1_A_Pos_4uL	CE_NASH_CM_A_Pos_IDA_HRes_QC-1	CE_NASH_CM_A_Pos_IDA_HRes_QC-2	CE_NASH_CM_A_Pos_IDA_HRes_QC-3	CE_NASH_CM_A_Pos_IDA_HRes_QC-4	CE_NASH_CM_A_Pos_IDA_HRes_QC-5	CE_NASH_CM_A_Pos_IDA_Hsens_QC-1	CE_NASH_CM_A_Pos_IDA_Hsens_QC-2	CE_NASH_CM_A_Pos_IDA_Hsens_QC-3	CE_NASH_CM_A_Pos_IDA_Hsens_QC-4	CE_NASH_CM_A_Pos_IDA_Hsens_QC-5	CE_NASH_Liver_A_Pos_IDA_HRes_QC-1 (3)	CE_NASH_Liver_A_Pos_IDA_HRes_QC-2	CE_NASH_Liver_A_Pos_IDA_HRes_QC-3	CE_NASH_Liver_A_Pos_IDA_HRes_QC-4	CE_NASH_Liver_A_Pos_IDA_HRes_QC-5	CE_NASH_Liver_A_Pos_IDA_Hsens_QC-1	CE_NASH_Liver_A_Pos_IDA_Hsens_QC-2	CE_NASH_Liver_A_Pos_IDA_Hsens_QC-3	CE_NASH_Liver_A_Pos_IDA_Hsens_QC-4	CE_NASH_Liver_A_Pos_IDA_Hsens_QC-5	CE_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-2	CE_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-3	CE_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-4	CE_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-5	CE_NASH_Plasma_A_Pos_Repeat_IDA_QC-1	CE_NASH_Plasma_A_Pos_Repeat_IDA_QC-2	CE_NASH_Plasma_A_Pos_Repeat_IDA_QC-3	CE_NASH_Plasma_A_Pos_Repeat_IDA_QC-4	CE_NASH_Plasma_A_Pos_Repeat_IDA_QC-5
Y	4152		6-Ketoprostaglandin F1.alpha. M+Na NIST	Lipids and lipid-like molecules	Fatty Acyls	Eicosanoids	HMDB0002886	6-Keto-prostaglandin F1a	Fatty Acyls [FA]	Eicosanoids [FA03]	Prostaglandins [FA0301]	LMFA03010001	6-keto-PGF1alpha	FA 20:3;O4		KFGOFTHODYBSGM-ZUNNJUQCSA-N	C20H34O6	M+Na	393.2239	0	11.5	MS1	8.59	8.61	8.66	8.66	8.69	0.27	0.6	0	0.7	0.0714285714285714											139.7					18450.4	15656.3	15987.0			22060.1	22658.7	22034.6	24641.0	4367.3		4211.5	4867.3		3485.1		3221.1		3241.0																				8.61					8.66	8.67	8.66			8.65	8.66	8.67	8.67	8.60		8.59	8.64		8.69		8.61		8.61																				0.00					0.00	0.00	0.00			0.00	0.00	0.00	0.00	0.00		0.00	0.00		0.00		0.00		0.00																				0					0	0	0			0	0	0	0	0		0	0		0		0		0									
Y	4153		19(R)-Hydroxyprostaglandin F2.alpha. M+Na NIST --- Ala-Phe-Arg M+H NIST --- Phe-Ala-Arg M+H NIST						Fatty Acyls [FA]	Eicosanoids [FA03]	Prostaglandins [FA0301]	LMFA03010042	19R-hydroxy-PGF2alpha	FA 20:3;O4		JVTMTFMMMHAPCR-UHFFFAOYSA-N, PEIBBAXIKUAYGN-UHFFFAOYSA-N, UBWZMPMLSDJDSU-OQRQNLQMSA-N	C20H34O6	M+H, M+Na	393.2255	0	11	MS1	8.59	8.61	8.65	8.67	8.74	0.41	1	0	1	0.0714285714285714											139.7				17124.8	18450.4	15656.3	15987.0	18749.3	21590.4	22060.1	22658.7	22034.6	24641.0	4367.3	4690.1	4211.5	4867.3	4334.6	3485.1	3900.6	3221.1	4651.8	3241.0																				8.61				8.65	8.66	8.67	8.66	8.67	8.74	8.65	8.66	8.67	8.67	8.60	8.62	8.59	8.64	8.63	8.69	8.61	8.61	8.66	8.61																				0.00				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00																				0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Y	4154		Methyl arachidonyl fluorophosphonate M+Na NIST	Organic acids and derivatives	Organic phosphonic acids and derivatives	Phosphonic acid esters	HMDB0254298	Methoxy arachidonyl fluorophosphonate								KWKZCGMJGHHOKJ-ZKWNWVNESA-N	C21H36FO2P	M+Na	393.229	0	9	MS1	8.59	8.63	8.66	8.69	8.69	0.18	0.6	0.333333333333333	0	0																											4211.5	4867.3	4334.6	3485.1	3900.6		4651.8					573.4			535.8	394.1																												8.59	8.64	8.63	8.69	8.61		8.66					8.69			8.68	8.69																												0.00	0.00	0.00	0.00	0.00		0.00					0.00			0.00	0.00																												0	0	0	0	0		0					0			0	0	
Y	4160		Q-100035 M+H HMDB	Alkaloids and derivatives	Camptothecins		HMDB0257013	Q-100035								VHXNKPBCCMUMSW-UHFFFAOYSA-N	C20H15N3O6	M+H	394.0988	0	12	MS1	13.51	13.52	13.61	13.62	13.64	0.37	0.9	0	1	0															4154.2	4527.8	3961.6	4158.9	3294.9	3877.3	3863.8	4399.4	4168.2	3687.2	21266.2	20766.6	21318.8	20877.7	20898.9		21149.8	23049.8	22796.7	22053.0																								13.62	13.61	13.62	13.61	13.63	13.64	13.61	13.62	13.62	13.63	13.52	13.52	13.52	13.51	13.52		13.52	13.51	13.51	13.51																								0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0									
Y	4164		Pirenperone M+H FiehnHILIC --- Pirenperone M+H HMDB	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds	HMDB0256592	Pirenperone								HXCNRYXBZNHDNE-UHFFFAOYSA-N	C23H24FN3O2	M+H	394.1901	0	12	MS1	1.01	1.01	1.03	1.29	1.31	0.27	0.8	0.222222222222222	0	0.285714285714286	2815.2		2432.4							821.8		792.1													1684.1	4005.0	1785.1	3079.1		3121.4	3163.8	3708.2	1904.5		1739.6								2366.0	1.31		1.31							1.29		1.29													1.03	1.01	1.02	1.02		1.03	1.02	1.01	1.03		1.03								1.01	0.00		0.00							0.00		0.00													0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00		0.00								0.00	0		0							0		0													0	0	0	0		0	0	0	0		0								0
Y	4171		CAR 16:3 M Atlas --- DG O-18:5_2:0 M+NH4 Atlas --- MG 20:5 M+NH4 Atlas	Lipids and lipid-like molecules	Glycerolipids	Monoradylglycerols	HMDB0011580	MG(20:5(5Z,8Z,11Z,14Z,17Z)/0:0/0:0)								DFRRSBYSSXKROX-JLNKQSITNA-N, SGQBWUBFPJXZJE-JEBPEJKENA-N	C23H36O4	M, M+NH4	394.2936	0	12	MS1	1.95	1.96	1.96	1.97	2	0.41	1	0.111111111111111	1	0															3893.9	5044.8	4385.2	5740.7	5643.1	6358.6	3303.5	4641.0	3756.2	4367.9	6030.4	6379.2	6618.7	5719.3	5992.9	10276.8	6253.3	5729.8	6323.8	5990.9	13646.8																							1.97	1.96	1.96	1.97	1.97	1.95	1.97	1.96	1.95	1.96	1.96	1.98	1.96	1.96	1.96	1.95	1.97	1.96	1.97	1.96	2.00																							0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
Y	4176		4,6-Dimethyl-3,7-diphenyl-2,8-dioxo-2H,8Hbenzo(1,2-b: 5,4-b') dipyran M+H NIST --- Aloeresin B M+H HMDB	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	HMDB0248175	Aloeresin B								HKIKAXXIWJHWLY-UHFFFAOYSA-N, RZOSHCSCCMQKIM-UHFFFAOYSA-N	C19H22O9	M+H	395.1309	0	12	MS1	6.2	6.7	6.71	6.71	7.05	0.33	0	1	0.6	0.142857142857143			205.4			662.5									698.7		1629.1		1534.8		933.4	1015.7	2139.6												3762.1	3186.6	3651.1	3462.8	3695.6	4591.2	4102.4	3966.6	3930.8			7.05			6.48									6.62		6.70		6.72		6.72	6.20	6.70												6.72	6.70	6.70	6.71	6.71	6.70	6.71	6.71	6.71			0.00			0.00									0.00		0.00		0.00		0.00	0.00	0.00												0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0			0									0		0		0		0	0	0												0	0	0	0	0	0	0	0	0
Y	4179		Biocytin M+Na NIST	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	HMDB0003134	Biocytin								BAQMYDQNMFBZNA-ATWGWHJKSA-N	C16H28N4O4S	M+Na	395.1761	0	12	MS1	4.65	5	5.02	5.08	5.53	0.47	1	0	1	0.285714285714286							213.0				107.5	386.3	120.7		36718.0	48158.7	46089.2	48241.6	51977.5	75286.3	48889.8	49550.7	53153.1	49751.5	8458.3	10177.1	10226.7	11275.4	11057.6	9914.6	10643.3	11822.6	11072.8	11486.3																5.53				4.91	5.08	4.65		5.02	5.02	5.01	5.01	5.03	5.31	5.02	5.00	5.00	5.04	4.98	5.01	5.01	4.99	5.02	5.34	5.02	5.08	5.13	5.11																0.00				0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00																0				0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Y	4182		Brucine M+H FiehnHILIC	Alkaloids and derivatives	Strychnos alkaloids		HMDB0249406	Brucine								RRKTZKIUPZVBMF-UHFFFAOYNA-N	C23H26N2O4	M+H	395.1919	0	11	MS1	9.12	9.36	9.37	9.37	9.75	0.39	1	0	0.8	0.142857142857143	111.5									135.7							4735.7	4646.9	4845.2	5005.3	5214.4	6072.2	5436.4	5853.1	10333.6	10166.4, 4745.5	9890.0	9967.3	10772.0	10597.5, 5949.8	10232.3	11354.9	11740.3	10863.1										9.12									9.74							9.34	9.33	9.36	9.36	9.34	9.35	9.36	9.35	9.37	9.37, 9.65	9.37	9.38	9.37	9.54, 9.75	9.36	9.37	9.37	9.37										0.00									0.00							0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00										0									0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Y	4184		Hydroxyprogesterone acetate M+Na NIST	Lipids and lipid-like molecules	Steroids and steroid derivatives	Pregnane steroids	HMDB0246121	17alpha-Acetoxyprogesterone								VTHUYJIXSMGYOQ-KOORYGTMSA-N	C23H32O4	M+Na	395.2197	0	8	MS1	0.88	1.21	1.22	1.35	1.5	0.47	0.7	1	0.6	0																1152.3	1542.1			2052.8, 1656.8	3420.9		1158.9	2683.8	1144.2		1092.6	1560.5	152.4, 1152.7	1676.4	1496.1		1255.7		2832.4	2771.9	2734.7	2334.4	2453.9	2697.1	3237.3	2594.9	2456.3																1.22	1.21			1.25, 1.49	1.50		1.23	1.23	1.33		1.36	1.39	0.89, 1.34	1.40	1.40		1.35		1.23	1.22	1.22	1.21	1.21	1.20	1.21	1.19	1.20																0.00	0.00			0.00	0.00		0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00		0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00																0	0			0	0		0	0	0		0	0	0	0	0		0		0	0	0	0	0	0	0	0	0
Y	4188		3-Methoxylimaprost M+H-H2O NIST --- DG 18:0 M+Na Atlas	Lipids and lipid-like molecules	Glycerolipids	Diradylglycerols	HMDB0092901	DG(8:0/10:0/0:0)								CQMVTHTYLSWGRI-HMHRGJHKSA-N, YOYOQXRPUDEPAK-UHFFFAOYNA-N	C21H40O5	M+H-H2O, M+Na	395.2761	0	12	MS1	1.22	1.29	1.3	1.31	1.35	0.55	0.7	1	1	0															7982.0	15117.2	15423.5	17307.4	17014.5	17375.4	15852.2	16098.9	16239.1	21012.2			22171.7		18955.3	22573.8	20285.6	17553.4	18783.2	18358.9	22438.5	19768.1	19831.6	21697.1	8968.3	21616.1	23550.6	22369.8	21341.9															1.29	1.29	1.29	1.29	1.29	1.32	1.31	1.30	1.29	1.29			1.30		1.30	1.33	1.31	1.31	1.32	1.31	1.30	1.30	1.31	1.30	1.30	1.30	1.30	1.30	1.31															0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00			0.00		0.18	0.00	0.00	0.40	0.24	0.22	0.25	0.21	0.19	0.48	0.00	0.16	0.20	0.00	0.10															0	0	0	0	0	0	0	0	0	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y	4189		Calcipotriol M+H-H2O NIST	Lipids and lipid-like molecules	Steroids and steroid derivatives	Vitamin D and derivatives	HMDB0015567, HMDB0242499	(22E)-(24R)-1alpha,24-Dihydroxy-26,27-cyclo-22,23-didehydro-20-epivitamin D3/(22E)-(24R)-1alpha,24-dihydroxy-26,27-cyclo-22,23-didehydro-20-epicholecalciferol --- Calcipotriol	Sterols [ST]	Secosteroids [ST03]	Vitamin D3 and derivatives [ST0302]	LMST03020105 --- LMST03020106 --- LMST03020107 --- LMST03020108	(22E)-(24R)-1alpha,24-dihydroxy-26,27-cyclo-22,23-didehydro-20-epivitamin D3 --- (22E)-(24R)-1alpha,24-dihydroxy-26,27-cyclo-22,23-didehydrovitamin D3 --- (22E)-(24S)-1alpha,24-dihydroxy-26,27-cyclo-22,23-didehydro-20-epivitamin D3 --- (22E)-(24S)-1alpha,24-dihydroxy-26,27-cyclo-22,23-didehydrovitamin D3			LWQQLNNNIPYSNX-YFYYTWANSA-N	C27H40O3	M+H-H2O	395.2909	0	12	MS1	1.08	1.08	1.09	1.1	1.12	0.86	1	1	1	0.928571428571429	17159.4	32202.5	13045.6	22131.8	15651.0	27166.2	44613.1	75675.7	28428.8	50768.3	21720.0	37531.8	34167.4		147260.2	134135.8	124152.7	134320.6	133854.1	132552.0	111685.3	139196.2	151813.4	134881.3	171220.1	170186.1	178980.5	166861.3	167659.1	185485.3	176456.1	159944.9	188009.6	161488.8	60655.9	73025.8	75462.9	66623.9	84700.1	66876.6	76682.4	79704.8	75143.0	1.09	1.09	1.09	1.08	1.08	1.09	1.08	1.08	1.08	1.09	1.08	1.08	1.08		1.09	1.08	1.09	1.09	1.09	1.11	1.10	1.09	1.10	1.08	1.09	1.09	1.09	1.08	1.10	1.11	1.10	1.09	1.09	1.09	1.10	1.10	1.09	1.10	1.09	1.08	1.10	1.09	1.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y	4192		Cefdinir M+H FiehnHILIC --- Cefdinir M+H HMDB	Organoheterocyclic compounds	Lactams	Beta lactams	HMDB0014675	Cefdinir								RTXOFQZKPXMALH-GHXIOONMSA-N, RTXOFQZKPXMALH-UHFFFAOYNA-N	C14H13N5O5S2	M+H	396.0425	0	9	MS1	15.92	15.93	15.94	15.94	15.96	0.18	0	1	0	0																																			5595.5	5688.4	5576.4	6300.7	6369.4	5437.3	5032.5	5548.4	5601.9																																			15.93	15.92	15.94	15.93	15.96	15.93	15.94	15.95	15.94																																			0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00																																			0	0	0	0	0	0	0	0	0
Y	4193		Pyrazophos M+Na NIST	Organic acids and derivatives	Organic thiophosphoric acids and derivatives	Thiophosphoric acid esters	HMDB0256957	PYRAZOPHOS								JOOMJVFZQRQWKR-UHFFFAOYSA-N	C14H20N3O5PS	M+Na	396.0762	0	12	MS1	10.16	10.17	10.18	10.2	10.21	0.24	1	0	0.2	0																330.1								998.9	2569.5	2369.5	1947.2	1779.0	1746.7	2295.0	1489.4	2030.8	1914.7	2031.9																									10.21								10.21	10.16	10.17	10.17	10.18	10.18	10.20	10.17	10.16	10.19	10.18																									0.00								0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00																									0								0	0	0	0	0	0	0	0	0	0	0									
Y	4196		Ketanserin M+H NIST	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds	HMDB0253783	Ketanserin								FPCCSQOGAWCVBH-UHFFFAOYSA-N	C22H22FN3O3	M+H	396.1733	0	12	MS1	4.99	5	5.02	5.07	5.38	0.39	1	0	1	0															18853.8	24458.1	23907.6	26031.4	26888.2	41612.1	25626.6	25313.9	27367.1	28130.5	4557.6	4746.3	5326.1	5007.3	6042.9	5012.0	5653.9	5721.0	6313.6	6087.1																								5.02	5.02	5.01	4.99	5.01	5.29	5.02	5.00	5.02	5.02	4.99	5.04	5.02	5.00	4.99	5.38	5.02	5.13	5.09	5.11																								0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
Y	4212		Cicaprost M+Na NIST	Lipids and lipid-like molecules	Prenol lipids	Monoterpenoids	HMDB0250231	Cicaprost								ARUGKOZUKWAXDS-BFNDHKQQSA-N	C22H30O5	M+Na	397.2003	0	9	MS1	0.9	1.06	1.38	2.02	3.51	0.59	1	1	0.2	0.571428571428571	178.7, 106.1	1330.7		366.2		673.1	1151.3, 380.0			1850.9	1410.0, 583.1, 543.9, 337.6	1244.3						13209.4		1563.2					5844.6	5667.3	1312.9, 4894.3	1439.2, 4761.8	4883.8	1165.2, 4987.5, 806.5	5141.3	1459.3, 5973.0	1249.9, 5138.0	1176.5, 4526.7	3514.6, 4195.0	3676.2, 4765.7	3499.0, 3981.2	3705.8, 5183.2, 715.0	5427.1, 5918.0	4063.9, 4349.6	4926.3, 4644.6, 739.9	4721.8, 4293.4	3071.4, 614.5, 4434.7	0.90, 2.93	2.05		2.06		2.10	2.05, 2.70			2.06	1.97, 2.35, 2.66, 3.04	2.06						2.00		3.27					1.37	1.38	1.06, 1.38	1.05, 1.38	1.37	1.06, 1.42, 2.08	1.37	1.06, 1.38	1.06, 1.38	1.04, 1.38	1.07, 1.38	1.06, 1.38	1.06, 1.38	1.06, 1.37, 1.71	1.06, 1.36	1.05, 1.37	1.05, 1.38, 1.72	1.05, 1.36	1.05, 1.18, 1.37	0.00	0.00		0.00		0.00	0.00			0.00	0.00	0.00						0.00		0.00					0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0		0		0	0			0	0	0						0		0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
